pProb,qProb,replicate,seqLen,aaaa,aaab,aaba,aabb,aabc,abaa,abab,abac,abba,abbb,abbc,abca,abcb,abcc,abcd,label
0.065,0.205,333,1000,0.453,0.106,0.025,0.006,0.01,0.042,0.008,0.003,0.127,0.13,0.057,0.011,0.014,0.008,0,1
0.585,0.315,741,1000,0.056,0.099,0.082,0.041,0.091,0.048,0.06,0.097,0.038,0.057,0.085,0.057,0.075,0.049,0.065,0
0.225,0.215,284,1000,0.313,0.093,0.097,0.02,0.022,0.084,0.012,0.02,0.091,0.097,0.041,0.05,0.03,0.021,0.009,1
0.465,0.315,547,1000,0.082,0.07,0.053,0.084,0.062,0.108,0.028,0.062,0.03,0.102,0.053,0.056,0.062,0.104,0.044,1
0.365,0.135,286,1000,0.257,0.174,0.038,0.019,0.024,0.177,0.029,0.054,0.053,0.044,0.034,0.045,0.014,0.025,0.013,0
0.725,0.075,6,1000,0.06,0.001,0.166,0.011,0.016,0.008,0.165,0.016,0.004,0.173,0.017,0.017,0.309,0.017,0.02,1
0.715,0.595,360,1000,0.021,0.049,0.044,0.059,0.102,0.051,0.043,0.075,0.042,0.044,0.074,0.104,0.077,0.116,0.099,1
0.185,0.295,780,1000,0.246,0.122,0.068,0.017,0.019,0.106,0.117,0.095,0.016,0.062,0.024,0.018,0.04,0.029,0.021,1
0.325,0.355,120,1000,0.137,0.084,0.076,0.029,0.049,0.093,0.104,0.073,0.034,0.073,0.052,0.048,0.079,0.035,0.034,1
0.265,0.395,285,1000,0.127,0.063,0.117,0.022,0.035,0.119,0.023,0.045,0.104,0.058,0.051,0.12,0.055,0.031,0.03,1
0.545,0.425,365,1000,0.045,0.049,0.073,0.049,0.072,0.078,0.037,0.066,0.083,0.05,0.064,0.133,0.071,0.069,0.061,1
0.605,0.635,250,1000,0.022,0.039,0.06,0.046,0.087,0.05,0.052,0.088,0.058,0.048,0.084,0.11,0.091,0.073,0.092,0
0.235,0.365,839,1000,0.153,0.059,0.064,0.123,0.052,0.091,0.028,0.033,0.022,0.114,0.038,0.036,0.034,0.123,0.03,1
0.105,0.515,534,1000,0.085,0.099,0.106,0.048,0.079,0.05,0.099,0.086,0.023,0.066,0.047,0.043,0.089,0.04,0.04,0
0.135,0.735,533,1000,0.017,0.049,0.05,0.048,0.08,0.059,0.041,0.097,0.036,0.052,0.097,0.101,0.086,0.096,0.091,0
0.395,0.455,320,1000,0.058,0.079,0.069,0.037,0.059,0.07,0.1,0.097,0.029,0.078,0.081,0.051,0.098,0.049,0.045,0
0.595,0.425,305,1000,0.042,0.073,0.045,0.056,0.088,0.07,0.043,0.082,0.042,0.069,0.068,0.074,0.087,0.096,0.065,0
0.135,0.065,881,1000,0.628,0.115,0.044,0.039,0.008,0.039,0.009,0.005,0.003,0.076,0.01,0.004,0.004,0.016,0,0
0.255,0.145,424,1000,0.364,0.068,0.064,0.015,0.015,0.128,0.016,0.016,0.06,0.133,0.042,0.024,0.012,0.034,0.009,0
0.125,0.285,228,1000,0.272,0.039,0.047,0.139,0.033,0.118,0.018,0.025,0.009,0.131,0.013,0.017,0.021,0.107,0.011,1
0.205,0.185,167,1000,0.345,0.099,0.09,0.014,0.019,0.089,0.01,0.017,0.094,0.089,0.046,0.043,0.023,0.012,0.01,0
0.565,0.645,842,1000,0.019,0.062,0.059,0.048,0.076,0.062,0.059,0.102,0.045,0.051,0.076,0.08,0.089,0.096,0.076,0
0.605,0.305,880,1000,0.052,0.099,0.084,0.057,0.116,0.046,0.055,0.085,0.034,0.05,0.086,0.057,0.065,0.061,0.053,0
0.395,0.485,614,1000,0.056,0.078,0.06,0.049,0.053,0.067,0.08,0.108,0.042,0.061,0.059,0.055,0.096,0.082,0.054,0
0.275,0.715,78,1000,0.029,0.047,0.054,0.042,0.095,0.054,0.053,0.099,0.046,0.042,0.096,0.086,0.082,0.082,0.093,0
0.695,0.265,802,1000,0.043,0.116,0.099,0.068,0.15,0.034,0.041,0.061,0.04,0.041,0.085,0.054,0.057,0.058,0.053,0
0.445,0.695,208,1000,0.021,0.041,0.067,0.037,0.082,0.025,0.068,0.08,0.047,0.074,0.081,0.075,0.147,0.076,0.079,1
0.725,0.675,600,1000,0.012,0.048,0.052,0.045,0.094,0.045,0.043,0.089,0.039,0.052,0.113,0.084,0.102,0.088,0.094,0
0.435,0.375,329,1000,0.078,0.083,0.074,0.025,0.075,0.065,0.088,0.099,0.032,0.064,0.07,0.054,0.083,0.061,0.049,0
0.035,0.235,847,1000,0.429,0.019,0.154,0.003,0.009,0.141,0.003,0.007,0.129,0.013,0.009,0.078,0.003,0.002,0.001,1
0.585,0.505,670,1000,0.029,0.064,0.048,0.054,0.088,0.052,0.039,0.092,0.064,0.044,0.076,0.088,0.078,0.1,0.084,0
0.665,0.145,610,1000,0.058,0.014,0.157,0.023,0.029,0.193,0.02,0.031,0.103,0.019,0.023,0.239,0.042,0.018,0.031,1
0.085,0.185,743,1000,0.435,0.048,0.138,0.008,0.007,0.1,0.092,0.033,0.011,0.056,0.006,0.015,0.037,0.011,0.003,0
0.295,0.495,520,1000,0.06,0.103,0.117,0.105,0.152,0.04,0.034,0.05,0.034,0.051,0.045,0.047,0.059,0.06,0.043,1
0.195,0.505,480,1000,0.114,0.125,0.034,0.021,0.031,0.032,0.026,0.043,0.117,0.131,0.17,0.033,0.041,0.045,0.037,1
0.445,0.005,408,1000,0.293,0.002,0.232,0,0.003,0.262,0,0.001,0.073,0.001,0,0.131,0.001,0,0.001,1
0.605,0.735,902,1000,0.019,0.055,0.043,0.048,0.093,0.041,0.042,0.096,0.052,0.044,0.096,0.105,0.083,0.091,0.092,1
0.325,0.295,408,1000,0.161,0.088,0.101,0.021,0.046,0.082,0.031,0.047,0.099,0.09,0.064,0.063,0.041,0.037,0.029,1
0.055,0.525,932,1000,0.112,0.176,0.009,0.007,0.009,0.008,0.01,0.009,0.166,0.164,0.27,0.024,0.007,0.015,0.014,1
0.655,0.495,703,1000,0.032,0.045,0.059,0.055,0.083,0.058,0.039,0.079,0.066,0.046,0.084,0.133,0.071,0.069,0.081,1
0.365,0.715,608,1000,0.027,0.094,0.031,0.041,0.061,0.028,0.038,0.077,0.084,0.078,0.156,0.068,0.082,0.064,0.071,1
0.745,0.465,212,1000,0.014,0.066,0.042,0.04,0.081,0.062,0.048,0.093,0.047,0.052,0.084,0.098,0.081,0.092,0.1,0
0.405,0.365,198,1000,0.106,0.089,0.066,0.025,0.064,0.077,0.029,0.062,0.096,0.058,0.095,0.089,0.046,0.054,0.044,1
0.365,0.375,554,1000,0.103,0.083,0.076,0.03,0.065,0.088,0.024,0.06,0.102,0.077,0.077,0.079,0.054,0.036,0.046,0
0.535,0.575,682,1000,0.023,0.057,0.038,0.024,0.086,0.059,0.058,0.107,0.047,0.052,0.087,0.091,0.104,0.097,0.07,1
0.075,0.695,919,1000,0.023,0.06,0.044,0.067,0.1,0.045,0.028,0.082,0.05,0.057,0.116,0.069,0.071,0.1,0.088,0
0.655,0.255,163,1000,0.044,0.101,0.106,0.072,0.134,0.049,0.036,0.061,0.041,0.039,0.069,0.07,0.064,0.064,0.05,0
0.055,0.315,372,1000,0.279,0.143,0.037,0.14,0.042,0.041,0.014,0.011,0.031,0.143,0.042,0.008,0.009,0.048,0.012,0
0.075,0.215,178,1000,0.414,0.053,0.1,0.137,0.03,0.128,0.006,0.012,0.011,0.033,0.007,0.021,0.006,0.037,0.005,0
0.145,0.265,737,1000,0.289,0.119,0.113,0.01,0.032,0.076,0.113,0.056,0.016,0.063,0.023,0.017,0.051,0.01,0.012,0
0.045,0.005,63,1000,0.912,0.005,0.005,0.003,0,0.034,0,0,0,0.037,0,0,0,0.004,0,1
0.685,0.325,247,1000,0.039,0.052,0.089,0.037,0.077,0.082,0.032,0.065,0.057,0.025,0.088,0.139,0.069,0.086,0.063,0
0.375,0.495,587,1000,0.061,0.067,0.078,0.041,0.071,0.099,0.032,0.071,0.09,0.045,0.069,0.125,0.047,0.058,0.046,1
0.605,0.305,803,1000,0.066,0.107,0.041,0.019,0.055,0.039,0.033,0.053,0.075,0.103,0.168,0.052,0.068,0.064,0.057,1
0.655,0.625,947,1000,0.015,0.042,0.048,0.048,0.088,0.05,0.05,0.094,0.042,0.054,0.093,0.094,0.094,0.108,0.08,0
0.215,0.245,896,1000,0.259,0.085,0.114,0.107,0.054,0.076,0.018,0.02,0.017,0.098,0.028,0.026,0.031,0.057,0.01,0
0.125,0.015,153,1000,0.715,0.012,0.11,0.001,0,0.125,0.002,0.001,0.013,0.007,0.001,0.012,0.001,0,0,1
0.115,0.545,261,1000,0.091,0.132,0.021,0.02,0.019,0.018,0.012,0.023,0.164,0.157,0.255,0.018,0.023,0.025,0.022,1
0.285,0.185,524,1000,0.261,0.118,0.077,0.021,0.027,0.126,0.025,0.037,0.086,0.072,0.044,0.044,0.025,0.023,0.014,0
0.315,0.695,624,1000,0.029,0.055,0.058,0.042,0.076,0.052,0.064,0.09,0.041,0.048,0.095,0.084,0.113,0.078,0.075,0
0.645,0.105,104,1000,0.098,0.164,0.165,0.093,0.192,0.022,0.022,0.025,0.023,0.031,0.051,0.04,0.025,0.024,0.025,0
0.305,0.595,335,1000,0.043,0.086,0.066,0.029,0.067,0.055,0.083,0.093,0.036,0.071,0.09,0.049,0.105,0.064,0.063,0
0.525,0.465,628,1000,0.034,0.063,0.059,0.074,0.073,0.074,0.04,0.093,0.041,0.077,0.07,0.075,0.075,0.104,0.048,1
0.505,0.225,109,1000,0.107,0.128,0.047,0.029,0.051,0.039,0.063,0.081,0.045,0.112,0.099,0.035,0.071,0.06,0.033,0
0.315,0.635,403,1000,0.039,0.047,0.053,0.063,0.101,0.06,0.032,0.091,0.04,0.038,0.08,0.091,0.081,0.108,0.076,0
0.335,0.085,578,1000,0.352,0.029,0.027,0.074,0.009,0.17,0.011,0.015,0.005,0.177,0.019,0.012,0.013,0.081,0.006,1
0.235,0.525,12,1000,0.071,0.139,0.032,0.026,0.044,0.044,0.026,0.05,0.11,0.104,0.176,0.058,0.048,0.044,0.028,1
0.115,0.485,429,1000,0.127,0.165,0.028,0.014,0.022,0.02,0.01,0.015,0.162,0.154,0.199,0.023,0.024,0.021,0.016,1
0.165,0.095,938,1000,0.508,0.06,0.048,0.006,0.002,0.099,0.066,0.022,0.01,0.113,0.012,0.011,0.018,0.023,0.002,0
0.155,0.365,538,1000,0.203,0.05,0.129,0.012,0.026,0.119,0.016,0.022,0.147,0.043,0.042,0.129,0.022,0.024,0.016,1
0.265,0.645,619,1000,0.034,0.062,0.062,0.062,0.108,0.056,0.028,0.069,0.036,0.047,0.078,0.091,0.092,0.097,0.078,0
0.045,0.645,555,1000,0.063,0.197,0.004,0.004,0.01,0.164,0.163,0.332,0.007,0.007,0.009,0.011,0.016,0.008,0.005,1
0.705,0.355,814,1000,0.029,0.04,0.04,0.056,0.081,0.072,0.044,0.071,0.042,0.073,0.085,0.09,0.076,0.139,0.062,0
0.285,0.055,982,1000,0.413,0.024,0.184,0.007,0.009,0.195,0.007,0.009,0.045,0.015,0.005,0.067,0.008,0.011,0.001,1
0.185,0.525,674,1000,0.062,0.108,0.05,0.088,0.089,0.099,0.04,0.078,0.031,0.054,0.047,0.046,0.048,0.107,0.053,0
0.735,0.575,955,1000,0.019,0.045,0.057,0.058,0.077,0.065,0.047,0.087,0.052,0.046,0.073,0.099,0.093,0.085,0.097,1
0.635,0.085,713,1000,0.1,0.186,0.015,0.011,0.016,0.02,0.02,0.014,0.112,0.198,0.224,0.018,0.022,0.03,0.014,1
0.365,0.125,230,1000,0.263,0.044,0.182,0.019,0.022,0.175,0.015,0.022,0.071,0.043,0.017,0.09,0.012,0.011,0.014,1
0.025,0.625,731,1000,0.048,0.043,0.09,0.03,0.065,0.044,0.054,0.045,0.093,0.081,0.094,0.108,0.099,0.048,0.058,0
0.385,0.655,219,1000,0.025,0.059,0.054,0.071,0.107,0.072,0.043,0.089,0.037,0.057,0.061,0.076,0.088,0.083,0.078,0
0.495,0.445,555,1000,0.055,0.063,0.061,0.028,0.066,0.062,0.064,0.103,0.035,0.062,0.061,0.086,0.117,0.072,0.065,0
0.125,0.675,70,1000,0.051,0.142,0.02,0.012,0.037,0.013,0.011,0.042,0.153,0.138,0.28,0.021,0.024,0.023,0.033,1
0.405,0.065,959,1000,0.286,0.194,0.188,0.078,0.129,0.027,0.007,0.016,0.009,0.016,0.019,0.011,0.008,0.009,0.003,1
0.485,0.015,837,1000,0.242,0.003,0.256,0.002,0.005,0.008,0.065,0.004,0.002,0.226,0.006,0.006,0.171,0.002,0.002,0
0.355,0.325,331,1000,0.116,0.082,0.084,0.032,0.044,0.089,0.085,0.088,0.025,0.093,0.04,0.049,0.087,0.045,0.041,0
0.465,0.625,914,1000,0.034,0.056,0.048,0.038,0.082,0.057,0.056,0.101,0.044,0.059,0.074,0.09,0.096,0.091,0.074,0
0.415,0.355,232,1000,0.099,0.08,0.062,0.03,0.056,0.092,0.029,0.038,0.09,0.074,0.109,0.085,0.068,0.051,0.037,1
0.665,0.415,915,1000,0.027,0.033,0.09,0.04,0.073,0.078,0.039,0.074,0.072,0.05,0.065,0.136,0.081,0.079,0.063,1
0.235,0.015,443,1000,0.568,0.011,0.177,0.002,0.003,0.009,0.013,0,0.004,0.165,0.004,0.002,0.04,0.002,0,0
0.275,0.105,536,1000,0.377,0.15,0.045,0.056,0.025,0.064,0.012,0.016,0.018,0.145,0.032,0.016,0.011,0.03,0.003,0
0.365,0.465,546,1000,0.066,0.07,0.069,0.033,0.047,0.071,0.042,0.061,0.08,0.062,0.105,0.103,0.069,0.066,0.056,0
0.415,0.045,408,1000,0.277,0.215,0.021,0.02,0.015,0.017,0.012,0.01,0.047,0.222,0.099,0.005,0.015,0.02,0.005,0
0.075,0.585,504,1000,0.073,0.007,0.169,0.006,0.015,0.183,0.013,0.015,0.151,0.014,0.012,0.302,0.011,0.017,0.012,1
0.675,0.085,750,1000,0.074,0.016,0.015,0.107,0.021,0.192,0.02,0.024,0.012,0.171,0.035,0.032,0.027,0.223,0.031,0
0.105,0.665,789,1000,0.043,0.155,0.132,0.167,0.289,0.017,0.017,0.023,0.015,0.016,0.029,0.024,0.026,0.025,0.022,1
0.355,0.155,104,1000,0.242,0.148,0.058,0.016,0.025,0.145,0.086,0.071,0.022,0.062,0.018,0.024,0.025,0.042,0.016,1
0.215,0.035,30,1000,0.54,0.156,0.159,0.036,0.035,0.026,0.007,0.002,0.002,0.02,0.003,0.003,0.005,0.003,0.003,1
0.245,0.425,318,1000,0.108,0.072,0.051,0.028,0.037,0.113,0.095,0.093,0.025,0.092,0.048,0.057,0.077,0.055,0.049,0
0.575,0.015,566,1000,0.173,0.245,0.002,0.004,0.01,0.235,0.094,0.209,0.001,0.006,0.002,0.007,0.004,0.005,0.003,0
0.635,0.325,923,1000,0.047,0.107,0.093,0.066,0.16,0.042,0.022,0.07,0.033,0.033,0.068,0.069,0.073,0.056,0.061,1
0.375,0.535,873,1000,0.061,0.068,0.058,0.075,0.114,0.073,0.052,0.067,0.046,0.049,0.064,0.061,0.074,0.086,0.052,0
0.345,0.505,954,1000,0.076,0.084,0.055,0.041,0.046,0.086,0.1,0.118,0.044,0.056,0.051,0.046,0.083,0.056,0.058,1
0.135,0.035,771,1000,0.654,0.024,0.028,0.023,0.004,0.099,0.001,0.001,0.007,0.125,0.005,0.003,0.002,0.023,0.001,1
0.175,0.675,285,1000,0.053,0.129,0.028,0.02,0.035,0.025,0.022,0.038,0.115,0.135,0.222,0.052,0.045,0.046,0.035,1
0.285,0.545,851,1000,0.062,0.061,0.084,0.033,0.067,0.052,0.052,0.051,0.086,0.08,0.092,0.084,0.078,0.054,0.064,0
0.525,0.515,986,1000,0.044,0.08,0.053,0.039,0.074,0.055,0.061,0.099,0.038,0.061,0.083,0.068,0.081,0.08,0.084,1
0.155,0.005,373,1000,0.705,0.135,0.001,0.002,0,0.133,0.01,0.011,0.001,0.001,0,0.001,0,0,0,1
0.495,0.375,919,1000,0.081,0.074,0.074,0.03,0.062,0.092,0.081,0.09,0.04,0.071,0.05,0.063,0.085,0.06,0.047,0
0.285,0.335,188,1000,0.18,0.086,0.098,0.027,0.042,0.07,0.107,0.069,0.033,0.078,0.028,0.039,0.081,0.034,0.028,1
0.385,0.735,561,1000,0.037,0.079,0.046,0.028,0.061,0.072,0.091,0.15,0.032,0.033,0.07,0.074,0.08,0.064,0.083,1
0.395,0.175,242,1000,0.197,0.146,0.046,0.023,0.033,0.145,0.093,0.109,0.018,0.063,0.026,0.027,0.036,0.022,0.016,1
0.325,0.305,340,1000,0.156,0.098,0.073,0.096,0.087,0.081,0.024,0.04,0.025,0.1,0.029,0.049,0.046,0.069,0.027,0
0.355,0.425,760,1000,0.092,0.081,0.058,0.041,0.068,0.072,0.078,0.094,0.039,0.085,0.064,0.052,0.087,0.053,0.036,0
0.455,0.325,808,1000,0.098,0.073,0.067,0.038,0.048,0.114,0.039,0.054,0.066,0.092,0.071,0.072,0.056,0.056,0.056,0
0.525,0.505,489,1000,0.034,0.053,0.053,0.038,0.092,0.062,0.076,0.1,0.038,0.069,0.079,0.08,0.093,0.058,0.075,1
0.365,0.235,151,1000,0.187,0.069,0.066,0.026,0.029,0.132,0.077,0.066,0.023,0.106,0.029,0.035,0.073,0.057,0.025,0
0.435,0.405,933,1000,0.073,0.071,0.073,0.028,0.062,0.08,0.027,0.065,0.073,0.076,0.093,0.095,0.066,0.065,0.053,1
0.165,0.335,943,1000,0.188,0.069,0.124,0.115,0.062,0.055,0.025,0.022,0.017,0.124,0.028,0.023,0.049,0.071,0.028,0
0.465,0.375,143,1000,0.066,0.079,0.058,0.034,0.062,0.097,0.076,0.125,0.039,0.067,0.057,0.068,0.088,0.044,0.04,1
0.525,0.455,651,1000,0.045,0.047,0.058,0.065,0.089,0.071,0.033,0.06,0.043,0.071,0.083,0.071,0.08,0.108,0.076,1
0.625,0.105,536,1000,0.093,0.161,0.172,0.092,0.197,0.025,0.015,0.03,0.024,0.017,0.04,0.04,0.034,0.037,0.023,0
0.135,0.695,685,1000,0.038,0.139,0.02,0.015,0.038,0.156,0.15,0.261,0.014,0.016,0.031,0.028,0.024,0.037,0.033,1
0.135,0.305,657,1000,0.265,0.127,0.052,0.007,0.018,0.055,0.008,0.02,0.127,0.129,0.1,0.035,0.024,0.014,0.019,1
0.005,0.175,103,1000,0.529,0.135,0.14,0.132,0.052,0.004,0.001,0.002,0.001,0.002,0.001,0.001,0,0,0,1
0.005,0.135,11,1000,0.634,0.096,0.01,0.112,0.009,0.009,0.002,0.002,0.006,0.095,0.016,0.002,0,0.007,0,0
0.195,0.455,416,1000,0.109,0.127,0.146,0.13,0.171,0.049,0.018,0.039,0.015,0.029,0.037,0.025,0.039,0.041,0.025,1
0.305,0.095,118,1000,0.375,0.173,0.046,0.01,0.015,0.043,0.013,0.008,0.069,0.134,0.066,0.008,0.011,0.018,0.011,1
0.035,0.665,149,1000,0.047,0.064,0.038,0.072,0.087,0.078,0.052,0.102,0.027,0.046,0.075,0.071,0.057,0.111,0.073,0
0.205,0.405,634,1000,0.122,0.045,0.121,0.131,0.093,0.065,0.029,0.033,0.028,0.1,0.04,0.037,0.048,0.084,0.024,0
0.475,0.075,877,1000,0.205,0.028,0.199,0.039,0.026,0.026,0.062,0.017,0.013,0.19,0.02,0.018,0.125,0.02,0.012,0
0.595,0.195,334,1000,0.084,0.044,0.04,0.077,0.033,0.115,0.039,0.057,0.031,0.131,0.062,0.056,0.055,0.142,0.034,0
0.285,0.485,17,1000,0.082,0.06,0.079,0.102,0.087,0.067,0.037,0.059,0.03,0.078,0.058,0.044,0.068,0.094,0.055,0
0.715,0.435,584,1000,0.031,0.048,0.073,0.043,0.083,0.035,0.058,0.076,0.042,0.066,0.08,0.081,0.144,0.062,0.078,1
0.065,0.485,109,1000,0.116,0.045,0.132,0.027,0.043,0.131,0.112,0.077,0.039,0.041,0.034,0.049,0.095,0.032,0.027,0
0.555,0.285,356,1000,0.074,0.121,0.031,0.036,0.05,0.123,0.094,0.15,0.031,0.037,0.037,0.059,0.049,0.063,0.045,1
0.465,0.335,964,1000,0.102,0.095,0.071,0.033,0.049,0.098,0.087,0.107,0.031,0.058,0.049,0.051,0.075,0.057,0.037,1
0.685,0.085,530,1000,0.069,0.022,0.167,0.02,0.032,0.013,0.128,0.028,0.012,0.146,0.021,0.038,0.243,0.038,0.023,0
0.335,0.285,39,1000,0.16,0.071,0.079,0.086,0.073,0.087,0.021,0.042,0.03,0.09,0.043,0.047,0.052,0.09,0.029,1
0.455,0.715,560,1000,0.017,0.045,0.057,0.057,0.094,0.061,0.046,0.072,0.038,0.057,0.084,0.095,0.084,0.096,0.097,0
0.645,0.525,393,1000,0.016,0.046,0.056,0.053,0.106,0.064,0.049,0.079,0.054,0.041,0.069,0.102,0.092,0.105,0.068,0
0.105,0.475,509,1000,0.102,0.047,0.13,0.022,0.032,0.117,0.121,0.091,0.034,0.049,0.033,0.075,0.087,0.029,0.031,0
0.275,0.075,688,1000,0.424,0.037,0.038,0.023,0.004,0.157,0.007,0.008,0.042,0.168,0.02,0.02,0.009,0.036,0.007,0
0.285,0.505,509,1000,0.065,0.096,0.051,0.023,0.051,0.092,0.113,0.159,0.025,0.046,0.056,0.048,0.063,0.06,0.052,1
0.345,0.675,412,1000,0.044,0.039,0.082,0.034,0.065,0.077,0.035,0.08,0.08,0.036,0.068,0.161,0.063,0.063,0.073,1
0.595,0.155,29,1000,0.087,0.035,0.025,0.084,0.043,0.153,0.032,0.058,0.018,0.143,0.05,0.036,0.048,0.159,0.029,0
0.025,0.385,152,1000,0.216,0.174,0.213,0.182,0.181,0.006,0.001,0.001,0.002,0.003,0.002,0.004,0.006,0.008,0.001,1
0.335,0.745,464,1000,0.013,0.045,0.051,0.045,0.099,0.04,0.032,0.08,0.051,0.057,0.096,0.083,0.098,0.111,0.099,0
0.675,0.375,468,1000,0.05,0.041,0.074,0.042,0.078,0.039,0.06,0.078,0.046,0.082,0.071,0.068,0.113,0.081,0.077,0
0.055,0.675,103,1000,0.054,0.006,0.003,0.157,0.011,0.163,0.01,0.014,0.006,0.195,0.009,0.018,0.01,0.334,0.01,1
0.215,0.535,715,1000,0.074,0.095,0.053,0.025,0.069,0.042,0.104,0.093,0.038,0.092,0.071,0.044,0.092,0.061,0.047,0
0.405,0.715,345,1000,0.027,0.08,0.081,0.081,0.139,0.029,0.038,0.077,0.035,0.032,0.079,0.072,0.076,0.079,0.075,1
0.245,0.235,305,1000,0.25,0.094,0.092,0.087,0.056,0.104,0.029,0.02,0.015,0.086,0.034,0.032,0.027,0.062,0.012,1
0.505,0.535,504,1000,0.037,0.056,0.054,0.033,0.077,0.058,0.079,0.094,0.046,0.043,0.069,0.085,0.103,0.086,0.08,1
0.695,0.745,296,1000,0.015,0.044,0.06,0.046,0.077,0.055,0.041,0.098,0.044,0.043,0.108,0.093,0.086,0.096,0.094,1
0.215,0.735,49,1000,0.044,0.027,0.027,0.122,0.047,0.101,0.021,0.054,0.017,0.117,0.055,0.042,0.039,0.252,0.035,1
0.645,0.055,305,1000,0.101,0.013,0.21,0.01,0.015,0.182,0.013,0.011,0.127,0.015,0.014,0.235,0.024,0.016,0.014,0
0.555,0.735,740,1000,0.022,0.035,0.056,0.057,0.08,0.043,0.059,0.081,0.045,0.043,0.089,0.088,0.121,0.09,0.091,1
0.215,0.195,623,1000,0.305,0.113,0.093,0.091,0.04,0.078,0.02,0.021,0.008,0.1,0.027,0.019,0.018,0.054,0.013,1
0.545,0.155,706,1000,0.135,0.035,0.031,0.057,0.025,0.146,0.05,0.058,0.024,0.158,0.034,0.041,0.05,0.127,0.029,0
0.465,0.605,55,1000,0.031,0.064,0.052,0.043,0.074,0.038,0.039,0.095,0.067,0.057,0.141,0.079,0.076,0.076,0.068,1
0.585,0.555,421,1000,0.018,0.056,0.054,0.074,0.085,0.059,0.061,0.073,0.044,0.065,0.082,0.086,0.084,0.093,0.066,1
0.095,0.285,732,1000,0.316,0.046,0.128,0.015,0.021,0.051,0.011,0.012,0.129,0.114,0.043,0.049,0.035,0.015,0.015,0
0.565,0.235,413,1000,0.112,0.051,0.131,0.026,0.039,0.029,0.085,0.032,0.028,0.129,0.054,0.032,0.177,0.041,0.034,1
0.635,0.085,405,1000,0.087,0.013,0.017,0.115,0.021,0.184,0.025,0.034,0.014,0.183,0.02,0.022,0.032,0.213,0.02,0
0.195,0.295,163,1000,0.211,0.102,0.116,0.023,0.048,0.066,0.022,0.024,0.139,0.064,0.056,0.068,0.027,0.019,0.015,0
0.435,0.015,956,1000,0.295,0.006,0.247,0.004,0.003,0.005,0.071,0.002,0.003,0.23,0.003,0.006,0.12,0.004,0.001,1
0.095,0.625,230,1000,0.06,0.012,0.159,0.012,0.023,0.017,0.153,0.027,0.008,0.166,0.021,0.027,0.267,0.024,0.024,1
0.715,0.275,96,1000,0.039,0.03,0.031,0.115,0.053,0.111,0.035,0.043,0.029,0.115,0.054,0.05,0.053,0.191,0.051,1
0.715,0.685,583,1000,0.014,0.055,0.028,0.048,0.105,0.049,0.049,0.092,0.051,0.042,0.098,0.103,0.094,0.084,0.088,1
0.215,0.435,820,1000,0.115,0.13,0.045,0.017,0.04,0.055,0.025,0.033,0.128,0.116,0.153,0.052,0.026,0.041,0.024,1
0.045,0.115,71,1000,0.607,0.095,0.089,0.007,0.007,0.033,0.079,0.016,0.002,0.03,0.009,0.006,0.016,0.003,0.001,0
0.705,0.295,988,1000,0.035,0.067,0.039,0.04,0.098,0.035,0.034,0.067,0.061,0.093,0.141,0.066,0.079,0.072,0.073,0
0.545,0.045,35,1000,0.179,0.015,0.007,0.105,0.005,0.206,0.001,0.009,0.008,0.246,0.01,0.007,0.008,0.188,0.006,1
0.025,0.535,801,1000,0.116,0.173,0.173,0.18,0.306,0.005,0.003,0.004,0.002,0.009,0.003,0.008,0.007,0.006,0.005,1
0.315,0.055,277,1000,0.398,0.171,0.024,0.009,0.01,0.021,0.009,0.01,0.055,0.213,0.055,0.003,0.009,0.012,0.001,1
0.225,0.575,538,1000,0.061,0.019,0.128,0.022,0.043,0.114,0.023,0.05,0.119,0.035,0.052,0.184,0.05,0.053,0.047,1
0.405,0.605,252,1000,0.035,0.06,0.063,0.028,0.066,0.054,0.048,0.091,0.081,0.049,0.114,0.093,0.068,0.069,0.081,0
0.305,0.265,562,1000,0.191,0.073,0.11,0.024,0.044,0.085,0.092,0.069,0.026,0.092,0.033,0.044,0.066,0.032,0.019,1
0.605,0.315,643,1000,0.058,0.04,0.106,0.034,0.077,0.107,0.032,0.053,0.066,0.035,0.056,0.154,0.066,0.066,0.05,1
0.625,0.175,240,1000,0.073,0.153,0.02,0.016,0.046,0.034,0.028,0.031,0.114,0.158,0.187,0.038,0.032,0.042,0.028,1
0.495,0.065,65,1000,0.199,0.214,0.017,0.011,0.021,0.018,0.012,0.017,0.084,0.218,0.139,0.01,0.015,0.015,0.01,1
0.535,0.595,463,1000,0.026,0.06,0.045,0.039,0.085,0.057,0.065,0.112,0.044,0.051,0.086,0.079,0.09,0.075,0.086,0
0.055,0.355,259,1000,0.264,0.17,0.166,0.153,0.146,0.014,0.006,0.003,0.012,0.01,0.007,0.011,0.015,0.016,0.007,1
0.575,0.115,719,1000,0.135,0.156,0.162,0.082,0.167,0.03,0.028,0.044,0.023,0.033,0.027,0.028,0.035,0.024,0.026,0
0.215,0.355,20,1000,0.164,0.073,0.076,0.024,0.042,0.101,0.02,0.034,0.115,0.093,0.071,0.071,0.037,0.057,0.022,0
0.465,0.705,892,1000,0.025,0.056,0.056,0.047,0.089,0.045,0.052,0.09,0.037,0.041,0.102,0.087,0.082,0.084,0.107,0
